Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU05635,8.0,9,7.5,51,2.5,6.4,44.7,Medium
STU05636,8.2,13,1.8,55,7.9,4.9,45.9,Medium
STU05637,7.4,1,3.8,78,2.1,2.9,15.9,Low
STU05638,3.6,8,3.9,52,2.4,4.8,46.5,Medium
STU05639,7.4,7,5.0,60,6.1,6.9,41.5,Medium
STU05640,6.9,9,11.6,58,3.1,2.7,41.7,Medium
STU05641,5.6,2,4.7,84,8.3,5.2,35.7,Medium
STU05642,4.3,5,6.2,88,2.8,4.5,32.8,Low
STU05643,7.5,0,8.6,82,8.2,1.3,29.6,Low
STU05644,6.3,3,2.4,77,5.5,2.6,23.4,Low
STU05645,5.9,7,11.6,82,9.4,7.7,55.0,Medium
STU05646,3.7,15,11.2,53,6.4,5.5,64.0,Medium
STU05647,7.5,0,6.5,48,2.6,0.9,24.5,Low
STU05648,7.1,15,9.6,90,5.6,4.3,58.0,Medium
STU05649,5.5,10,5.1,99,3.4,7.6,48.5,Medium
STU05650,5.9,6,8.0,74,7.2,2.5,43.6,Medium
STU05651,8.3,9,4.8,74,3.1,5.7,34.1,Low
STU05652,3.5,0,4.5,72,9.4,4.7,43.3,Medium
STU05653,7.8,13,6.6,93,9.2,1.5,46.8,Medium
STU05654,7.0,11,11.5,46,8.4,7.9,64.7,Medium
STU05655,4.7,8,7.2,94,8.2,3.9,45.9,Medium
STU05656,8.5,4,11.9,98,1.2,6.6,38.0,Medium
STU05657,7.0,8,6.6,66,6.8,7.6,51.5,Medium
STU05658,9.1,10,3.0,67,8.6,5.7,45.1,Medium
STU05659,7.6,13,6.5,56,0.7,3.0,40.9,Medium
STU05660,4.5,12,8.1,61,6.1,3.8,51.2,Medium
STU05661,7.5,12,11.4,95,4.1,6.5,48.1,Medium
STU05662,7.6,7,10.1,90,0.5,4.3,39.2,Medium
STU05663,9.1,6,12.0,71,4.7,5.7,45.9,Medium
STU05664,4.5,2,5.7,93,0.9,4.5,30.7,Low
STU05665,5.7,2,5.0,95,3.9,2.0,24.6,Low
STU05666,9.0,3,6.5,88,1.7,7.4,22.9,Low
STU05667,7.3,9,5.5,96,5.7,6.3,39.2,Medium
STU05668,4.6,9,7.9,79,5.8,1.4,45.0,Medium
STU05669,9.2,13,4.4,44,9.4,5.6,49.0,Medium
STU05670,4.5,13,11.5,86,1.5,1.8,48.5,Medium
STU05671,8.1,14,8.0,79,1.6,1.7,43.4,Medium
STU05672,8.5,4,5.2,98,0.6,3.9,23.1,Low
STU05673,6.6,1,2.1,45,1.7,5.7,26.5,Low
STU05674,4.9,5,5.3,70,7.8,3.4,44.9,Medium
STU05675,4.0,10,5.3,71,1.3,6.6,41.4,Medium
STU05676,9.4,3,6.7,55,9.1,4.6,33.1,Low
STU05677,7.9,5,8.7,88,9.0,4.9,37.3,Medium
STU05678,8.7,3,11.2,79,4.6,3.9,36.9,Medium
STU05679,4.0,6,10.0,75,8.9,5.4,56.8,Medium
STU05680,7.8,9,2.8,72,8.2,4.3,42.6,Medium
STU05681,6.5,7,11.7,65,9.0,5.0,52.1,Medium
STU05682,6.9,12,7.6,72,3.7,2.0,44.9,Medium
STU05683,7.9,10,1.0,95,9.0,4.6,37.3,Medium
STU05684,8.6,2,10.1,72,10.0,4.7,39.9,Medium
STU05685,6.7,6,5.3,59,2.1,7.4,40.0,Medium
STU05686,7.4,9,4.1,48,8.9,6.5,50.7,Medium
STU05687,8.9,6,1.9,72,5.4,6.0,35.7,Medium
STU05688,8.5,0,8.8,89,9.7,0.7,32.0,Low
STU05689,5.6,11,5.5,57,8.5,5.6,59.3,Medium
STU05690,5.0,12,9.3,92,0.9,1.9,39.6,Medium
STU05691,8.1,1,4.0,90,7.5,5.3,28.4,Low
STU05692,6.4,7,8.0,96,6.4,5.9,43.9,Medium
STU05693,9.4,12,8.7,51,3.2,0.7,36.1,Medium
STU05694,5.7,5,11.4,94,6.2,1.6,41.7,Medium
STU05695,7.7,13,11.1,41,8.6,1.7,60.7,Medium
STU05696,6.5,6,1.3,91,9.1,7.8,38.7,Medium
STU05697,6.3,7,2.6,46,1.5,4.7,38.6,Medium
STU05698,5.0,0,2.9,41,0.8,8.0,34.1,Low
STU05699,7.0,13,6.3,92,0.7,6.3,38.1,Medium
STU05700,5.4,15,3.0,49,8.4,0.6,50.9,Medium
STU05701,6.0,15,9.6,47,9.6,5.9,66.4,High
STU05702,6.9,5,4.9,67,0.8,5.4,30.0,Low
STU05703,9.4,0,11.2,42,1.3,3.0,30.3,Low
STU05704,4.4,13,5.1,42,7.6,6.4,59.6,Medium
STU05705,6.9,0,9.7,100,7.8,5.5,32.6,Low
STU05706,6.6,10,4.7,65,4.0,2.6,36.0,Medium
STU05707,7.3,5,7.3,93,3.0,7.4,35.4,Medium
STU05708,7.8,1,5.5,80,6.7,3.2,28.9,Low
STU05709,7.4,2,5.4,44,7.8,3.5,33.7,Low
STU05710,5.7,6,9.1,59,9.7,4.0,51.6,Medium
STU05711,6.1,15,10.7,46,6.2,5.4,66.4,High
STU05712,5.3,1,10.6,99,2.2,4.7,27.9,Low
STU05713,7.8,11,5.8,82,6.1,3.3,39.5,Medium
STU05714,6.4,9,8.2,92,0.9,4.9,40.8,Medium
STU05715,4.1,14,6.3,59,2.4,7.2,56.2,Medium
STU05716,6.6,10,11.4,65,9.1,2.7,53.6,Medium
STU05717,3.7,0,1.8,85,3.8,5.2,27.5,Low
STU05718,6.5,3,3.1,48,3.2,2.8,32.7,Low
STU05719,8.5,10,2.7,54,1.7,6.3,35.4,Medium
STU05720,6.6,15,5.3,100,4.6,5.1,45.6,Medium
STU05721,9.1,9,3.1,59,2.0,6.2,35.4,Medium
STU05722,4.3,12,9.3,91,7.6,3.5,56.9,Medium
STU05723,4.8,0,3.1,85,4.2,4.0,28.7,Low
STU05724,6.4,6,5.5,73,8.2,3.6,45.3,Medium
STU05725,7.3,2,9.5,94,8.7,5.2,39.7,Medium
STU05726,5.0,15,1.0,49,9.6,3.6,60.1,Medium
STU05727,6.0,8,10.7,49,5.7,3.7,52.7,Medium
STU05728,6.6,4,8.5,42,9.3,7.9,54.5,Medium
STU05729,8.5,10,6.7,69,7.4,1.0,42.6,Medium
STU05730,3.6,13,2.8,84,8.8,7.0,62.3,Medium
STU05731,7.4,7,10.4,45,5.1,5.2,45.4,Medium
STU05732,6.2,0,4.3,89,6.6,2.2,25.1,Low
STU05733,7.0,13,5.2,90,8.6,4.1,51.4,Medium
STU05734,7.9,8,9.2,90,5.9,3.7,39.2,Medium
STU05735,6.9,4,5.2,70,1.4,7.8,31.0,Low
STU05736,9.1,0,6.8,59,7.1,1.0,21.7,Low
STU05737,4.9,6,10.7,99,2.7,5.0,38.6,Medium
STU05738,4.5,8,10.8,73,1.4,4.8,43.3,Medium
STU05739,6.0,4,4.7,98,8.9,4.4,32.8,Low
STU05740,8.1,1,3.8,51,8.4,7.5,36.6,Medium
STU05741,4.8,10,10.3,71,6.7,4.9,54.7,Medium
STU05742,9.3,5,11.9,53,8.0,5.5,48.5,Medium
STU05743,8.4,14,11.6,96,8.1,6.0,59.8,Medium
STU05744,9.2,2,1.6,81,1.4,6.6,23.6,Low
STU05745,8.1,0,3.4,98,7.5,2.3,21.9,Low
STU05746,4.8,13,2.5,50,2.6,6.5,47.6,Medium
STU05747,4.3,0,8.0,81,6.0,6.3,35.2,Medium
STU05748,3.7,5,1.8,45,8.2,6.1,49.2,Medium
STU05749,4.0,6,4.8,56,2.4,4.2,40.5,Medium
STU05750,9.2,14,3.2,41,4.8,5.3,50.3,Medium
STU05751,4.3,10,2.2,66,9.1,4.8,54.1,Medium
STU05752,5.8,5,10.7,73,5.2,1.5,43.1,Medium
STU05753,3.5,13,7.2,100,9.6,5.5,63.0,Medium
STU05754,6.3,15,10.8,52,1.7,1.6,52.6,Medium
STU05755,5.0,13,5.1,90,9.7,7.6,57.5,Medium
STU05756,9.0,10,9.8,85,6.7,5.1,42.9,Medium
STU05757,8.4,14,11.3,42,6.5,3.7,53.7,Medium
STU05758,4.0,15,8.7,67,1.2,7.6,58.9,Medium
STU05759,3.7,6,1.7,95,8.0,6.4,46.7,Medium
STU05760,5.5,4,5.4,74,0.9,5.4,30.3,Low
STU05761,5.4,9,7.5,54,1.6,7.2,47.8,Medium
STU05762,9.2,6,3.2,80,1.1,1.2,21.0,Low
STU05763,5.5,3,2.9,73,0.8,4.8,30.9,Low
STU05764,6.3,12,3.0,46,1.3,2.2,38.1,Medium
STU05765,5.0,12,5.6,73,6.2,6.0,50.0,Medium
STU05766,6.5,12,7.5,62,7.0,1.8,53.6,Medium
STU05767,9.0,4,2.6,94,2.4,3.4,18.5,Low
STU05768,9.5,5,6.2,99,5.7,5.8,34.2,Low
STU05769,4.1,11,7.9,82,6.7,3.3,47.7,Medium
STU05770,4.6,6,6.5,68,5.8,0.9,39.7,Medium
STU05771,7.5,2,2.2,87,5.6,7.6,26.6,Low
STU05772,5.2,9,9.7,85,8.4,5.8,51.0,Medium
STU05773,7.5,5,3.5,70,3.6,3.7,30.8,Low
STU05774,4.2,6,5.2,74,0.5,4.5,37.5,Medium
STU05775,5.3,5,1.3,83,9.4,3.1,41.0,Medium
STU05776,7.2,12,5.2,57,1.8,7.3,51.3,Medium
STU05777,8.4,11,7.4,42,3.2,6.2,44.7,Medium
STU05778,9.0,7,3.2,94,8.4,7.6,34.9,Low
STU05779,7.7,14,6.7,71,4.9,6.3,50.0,Medium
STU05780,3.6,0,1.2,89,9.3,4.4,29.1,Low
STU05781,7.3,13,1.6,56,5.3,8.0,49.9,Medium
STU05782,9.2,3,7.6,48,4.6,1.2,30.4,Low
STU05783,8.3,10,7.5,65,0.7,5.0,35.5,Medium
STU05784,4.1,11,9.0,96,3.7,4.0,52.9,Medium
STU05785,7.7,7,2.7,55,5.3,3.1,38.5,Medium
STU05786,6.0,11,9.3,100,7.1,1.8,46.1,Medium
STU05787,3.7,4,3.5,68,6.2,5.6,45.3,Medium
STU05788,5.4,7,2.2,40,9.2,4.1,46.0,Medium
STU05789,4.2,6,5.1,87,7.4,1.4,35.2,Medium
STU05790,5.0,3,10.0,59,5.5,3.1,37.6,Medium
STU05791,7.6,9,1.7,41,7.4,4.3,46.2,Medium
STU05792,9.1,2,5.1,80,7.0,5.4,31.5,Low
STU05793,4.3,15,11.0,69,5.6,7.2,67.1,High
STU05794,5.9,8,2.3,47,3.4,1.9,35.2,Medium
STU05795,3.8,2,3.0,59,2.6,5.4,30.6,Low
STU05796,6.2,12,4.0,92,4.6,3.9,43.3,Medium
STU05797,5.5,6,9.5,88,8.0,5.2,43.4,Medium
STU05798,7.5,11,4.7,41,1.6,0.8,33.8,Low
STU05799,3.9,15,2.3,85,7.9,3.6,55.9,Medium
STU05800,8.7,8,3.6,41,3.1,4.0,36.8,Medium
STU05801,8.0,5,4.6,93,6.7,4.2,29.8,Low
STU05802,3.5,5,8.9,60,8.5,0.8,44.1,Medium
STU05803,8.0,0,9.7,62,2.7,6.4,30.2,Low
STU05804,8.5,9,4.9,84,9.1,2.2,36.5,Medium
STU05805,9.3,4,1.9,78,0.8,6.3,19.8,Low
STU05806,9.0,8,7.5,91,8.1,3.9,41.5,Medium
STU05807,5.6,6,4.1,77,7.8,2.5,43.7,Medium
STU05808,5.4,7,7.7,76,1.8,6.2,44.5,Medium
STU05809,5.5,12,7.1,81,6.7,1.5,45.6,Medium
STU05810,6.7,14,3.2,84,10.0,6.1,57.6,Medium
STU05811,5.0,8,4.7,50,9.1,7.9,55.4,Medium
STU05812,7.5,6,4.2,85,2.3,2.7,26.2,Low
STU05813,3.7,15,10.2,63,7.0,5.4,64.7,Medium
STU05814,6.7,2,9.0,73,6.7,5.3,35.1,Medium
STU05815,4.1,13,9.1,97,3.2,3.9,53.1,Medium
STU05816,4.7,1,3.6,40,3.8,1.4,25.8,Low
STU05817,7.3,0,9.0,62,9.9,1.6,36.7,Medium
STU05818,8.6,2,2.0,53,1.3,2.2,15.0,Low
STU05819,8.2,1,1.0,51,3.1,1.3,22.6,Low
STU05820,5.6,15,9.9,78,1.2,2.3,46.0,Medium
STU05821,4.3,14,6.8,64,9.6,5.3,66.5,High
STU05822,6.6,3,9.9,87,2.1,5.6,31.1,Low
STU05823,3.8,11,4.6,61,7.6,1.6,48.9,Medium
STU05824,4.2,11,5.8,96,6.6,2.5,50.1,Medium
STU05825,5.5,5,6.2,65,4.2,2.9,37.6,Medium
STU05826,7.2,1,3.2,74,5.0,4.5,25.4,Low
STU05827,8.9,9,11.7,46,7.0,7.1,55.4,Medium
STU05828,4.5,5,10.6,59,6.7,2.4,44.7,Medium
STU05829,8.3,1,11.5,96,2.8,2.9,26.0,Low
STU05830,9.4,14,4.4,81,4.9,3.6,40.1,Medium
STU05831,3.5,15,11.0,96,5.8,6.9,60.9,Medium
STU05832,5.9,5,9.3,96,0.9,4.1,37.3,Medium
STU05833,8.9,9,11.7,89,8.6,5.3,54.5,Medium
STU05834,8.5,2,8.1,53,6.5,3.2,37.4,Medium
STU05835,9.3,6,8.0,92,5.9,1.1,30.8,Low
STU05836,5.4,7,10.5,81,5.3,1.0,44.4,Medium
STU05837,8.0,2,11.4,51,5.9,4.0,37.8,Medium
STU05838,7.6,11,4.0,64,6.6,3.8,48.1,Medium
STU05839,4.0,8,9.1,85,3.8,5.9,44.3,Medium
STU05840,6.0,1,5.7,65,3.6,3.5,25.8,Low
STU05841,3.5,13,1.5,76,3.6,1.1,45.7,Medium
STU05842,6.4,7,1.0,55,6.0,6.7,43.2,Medium
STU05843,9.5,3,9.5,79,6.6,4.0,36.2,Medium
STU05844,6.2,4,8.5,99,2.0,4.3,31.4,Low
STU05845,6.2,11,6.9,42,5.4,4.2,53.4,Medium
STU05846,5.4,11,5.6,46,8.3,5.4,53.1,Medium
STU05847,8.3,4,7.9,69,2.6,1.4,24.5,Low
STU05848,8.7,5,10.5,63,1.0,6.6,33.4,Low
STU05849,6.7,11,8.9,75,0.8,4.8,39.1,Medium
STU05850,5.9,8,2.6,54,3.0,3.3,34.9,Low
STU05851,9.5,8,8.1,72,1.3,1.1,30.6,Low
STU05852,3.7,12,7.4,73,8.5,3.4,55.1,Medium
STU05853,9.0,8,4.0,79,1.7,6.5,34.2,Low
STU05854,3.6,2,11.4,71,2.2,6.7,46.9,Medium
STU05855,6.2,6,1.0,91,4.1,5.8,33.8,Low
STU05856,6.7,3,10.3,63,4.9,2.3,34.6,Low
STU05857,9.0,13,5.5,55,7.3,5.7,49.5,Medium
STU05858,7.0,2,2.8,97,2.6,4.9,27.1,Low
STU05859,6.4,14,8.6,80,5.5,7.1,56.8,Medium
STU05860,3.6,9,7.6,97,6.9,4.4,49.4,Medium
STU05861,3.7,2,11.6,55,4.3,3.5,47.7,Medium
STU05862,9.1,8,11.1,63,6.8,1.6,44.4,Medium
STU05863,9.1,4,8.2,91,4.9,4.1,31.0,Low
STU05864,7.3,4,11.6,69,5.7,4.7,40.9,Medium
STU05865,5.0,14,2.0,66,2.5,2.3,47.6,Medium
STU05866,6.1,7,7.7,98,7.8,1.9,40.3,Medium
STU05867,6.7,2,1.2,53,9.9,2.5,36.8,Medium
STU05868,9.1,4,9.5,71,9.0,1.0,33.6,Low
STU05869,4.0,5,3.7,98,9.7,2.6,44.9,Medium
STU05870,5.1,0,11.9,70,9.4,0.5,45.3,Medium
STU05871,9.0,12,1.2,91,5.9,1.5,31.7,Low
STU05872,6.1,10,7.6,41,8.3,6.4,61.6,Medium
STU05873,7.5,2,1.4,77,7.5,7.7,33.3,Low
STU05874,5.9,10,10.8,46,3.6,5.4,51.0,Medium
STU05875,4.9,15,5.1,85,8.7,2.1,49.7,Medium
STU05876,6.7,13,11.7,42,2.8,6.3,62.2,Medium
STU05877,5.5,1,9.8,71,8.8,4.9,48.0,Medium
STU05878,8.8,11,11.6,74,4.5,1.6,47.9,Medium
STU05879,7.3,1,1.4,99,5.5,7.6,21.8,Low
STU05880,7.1,0,8.7,52,5.4,6.5,40.1,Medium
STU05881,5.2,10,4.5,63,6.2,6.4,52.2,Medium
STU05882,9.1,11,2.2,56,8.4,5.0,48.6,Medium
STU05883,6.8,10,4.3,75,1.4,1.7,37.4,Medium
STU05884,3.6,15,11.8,97,5.5,1.2,59.3,Medium
STU05885,8.9,1,5.5,98,6.5,6.5,23.0,Low
STU05886,9.4,0,8.1,98,0.6,4.7,15.3,Low
STU05887,6.5,11,5.2,98,3.3,1.3,31.7,Low
STU05888,8.8,13,9.0,94,0.8,2.7,35.3,Medium
STU05889,5.2,2,2.6,77,0.6,5.9,24.7,Low
STU05890,8.5,3,10.0,78,6.8,4.0,31.9,Low
STU05891,8.5,8,5.9,46,9.0,3.6,50.3,Medium
STU05892,9.3,14,2.9,79,4.1,6.5,40.7,Medium
STU05893,6.7,4,11.5,60,1.5,2.5,33.5,Low
STU05894,8.6,8,7.9,47,8.2,1.7,43.2,Medium
STU05895,5.9,11,5.4,53,7.5,6.6,56.5,Medium
STU05896,8.4,8,5.7,54,8.9,1.6,42.1,Medium
STU05897,4.2,6,9.7,51,6.6,1.3,43.1,Medium
STU05898,4.9,2,2.7,57,5.9,3.8,36.7,Medium
STU05899,4.5,2,10.3,60,1.8,4.8,42.4,Medium
STU05900,6.8,9,10.5,76,3.8,5.3,43.0,Medium
STU05901,5.0,11,5.3,90,3.0,2.9,41.7,Medium
STU05902,8.6,8,1.8,59,0.7,2.6,29.7,Low
STU05903,6.4,3,10.8,99,9.1,6.5,47.7,Medium
STU05904,4.7,6,6.8,53,5.6,3.4,48.0,Medium
STU05905,7.2,14,10.8,92,8.8,7.9,61.8,Medium
STU05906,8.2,11,3.9,49,9.5,1.1,46.0,Medium
STU05907,8.7,12,9.4,79,4.1,4.7,47.1,Medium
STU05908,9.5,4,4.1,83,0.8,3.0,21.0,Low
STU05909,5.5,15,9.9,51,7.5,6.0,66.1,High
STU05910,4.4,0,8.9,47,8.0,2.5,45.6,Medium
STU05911,9.1,10,5.9,68,1.0,7.6,40.9,Medium
STU05912,6.1,5,8.4,65,3.0,2.2,35.2,Medium
STU05913,8.1,9,10.7,82,1.6,5.8,44.9,Medium
STU05914,7.8,4,2.3,54,5.5,2.4,27.9,Low
STU05915,5.6,0,4.2,70,8.7,5.0,32.3,Low
STU05916,6.8,2,4.4,77,9.2,4.6,38.9,Medium
STU05917,5.3,6,6.9,62,5.0,5.6,43.3,Medium
STU05918,5.0,2,2.9,40,8.8,4.8,40.7,Medium
STU05919,4.8,9,10.4,46,6.5,5.8,63.2,Medium
STU05920,6.8,2,6.8,73,8.3,2.6,37.4,Medium
STU05921,4.1,10,6.8,53,3.5,4.4,54.7,Medium
STU05922,6.3,10,1.6,50,1.8,7.3,40.3,Medium
STU05923,4.8,11,1.2,72,2.5,2.4,41.2,Medium
STU05924,6.9,11,4.8,80,6.6,3.9,46.6,Medium
STU05925,7.0,6,3.9,57,5.4,5.7,35.9,Medium
STU05926,4.9,11,11.6,51,5.9,5.5,62.1,Medium
STU05927,7.4,6,7.1,42,5.9,6.0,49.9,Medium
STU05928,9.2,2,6.5,67,3.5,6.0,33.8,Low
STU05929,9.3,5,8.1,69,6.2,2.4,36.7,Medium
STU05930,9.2,4,7.5,46,8.8,2.0,39.1,Medium
STU05931,9.3,10,5.9,99,5.8,3.6,31.7,Low
STU05932,4.4,2,3.4,70,3.1,6.7,30.9,Low
STU05933,8.6,9,5.8,52,3.3,2.1,40.1,Medium
STU05934,4.5,3,8.9,49,8.2,5.9,51.5,Medium
STU05935,9.1,15,5.9,91,2.1,4.7,40.5,Medium
STU05936,4.2,14,5.7,82,0.6,6.8,52.2,Medium
STU05937,7.5,14,7.2,55,7.0,0.7,50.3,Medium
STU05938,5.9,5,7.6,80,1.8,5.7,40.0,Medium
STU05939,7.1,12,8.6,79,7.2,1.3,51.5,Medium
STU05940,8.6,8,10.8,46,3.6,6.9,44.9,Medium
STU05941,8.6,4,1.7,64,7.1,6.1,35.5,Medium
STU05942,5.1,14,10.7,44,1.1,4.3,60.1,Medium
STU05943,6.9,14,9.1,83,4.3,3.5,49.5,Medium
STU05944,8.0,3,5.0,85,6.9,7.4,33.9,Low
STU05945,8.3,1,5.4,58,2.8,2.1,19.7,Low
STU05946,4.1,15,8.4,98,4.3,1.7,54.2,Medium
STU05947,8.8,4,3.8,79,1.1,6.7,26.2,Low
STU05948,6.0,8,3.1,62,1.6,3.9,36.9,Medium
STU05949,9.4,11,9.1,42,5.2,5.1,49.5,Medium
STU05950,7.9,4,9.5,100,6.1,1.8,32.4,Low
STU05951,7.4,9,11.5,46,6.9,4.9,55.6,Medium
STU05952,7.4,13,9.8,57,2.7,3.8,53.5,Medium
STU05953,9.3,14,2.5,92,2.6,2.0,28.6,Low
STU05954,8.7,15,5.0,100,2.7,2.6,41.2,Medium
STU05955,8.6,4,11.5,98,3.1,3.5,32.5,Low
STU05956,8.4,0,4.9,42,3.8,2.9,20.0,Low
STU05957,5.0,6,6.3,84,3.8,1.0,38.2,Medium
STU05958,3.6,13,5.0,49,4.8,6.3,61.0,Medium
STU05959,4.5,11,9.5,42,2.7,6.8,53.2,Medium
STU05960,8.5,6,4.9,47,3.3,1.5,33.9,Low
STU05961,8.9,0,10.9,49,2.5,5.7,33.8,Low
STU05962,4.0,11,6.9,75,6.3,1.5,50.6,Medium
STU05963,5.6,14,5.6,87,2.9,5.0,51.7,Medium
STU05964,6.1,15,5.2,86,1.7,4.9,50.4,Medium
STU05965,9.2,10,8.5,81,7.0,6.0,42.2,Medium
STU05966,7.8,12,10.0,98,9.2,5.8,59.3,Medium
STU05967,6.4,6,8.0,81,9.8,5.7,45.2,Medium
STU05968,6.4,10,9.1,57,4.8,7.6,53.6,Medium
STU05969,6.3,15,7.5,62,3.2,5.4,54.4,Medium
STU05970,6.5,6,9.9,93,7.5,0.5,39.0,Medium
STU05971,3.8,15,11.8,65,8.9,4.5,66.4,High
STU05972,9.2,3,3.9,54,0.8,6.7,30.0,Low
STU05973,4.0,4,7.7,86,8.7,0.9,42.8,Medium
STU05974,6.2,4,9.8,44,8.6,4.0,52.4,Medium
STU05975,6.7,6,11.9,41,3.1,1.9,39.9,Medium
STU05976,5.5,9,4.4,88,2.7,5.6,42.0,Medium
STU05977,7.5,9,5.9,77,9.9,7.0,49.6,Medium
STU05978,7.4,6,2.8,95,5.7,3.3,33.2,Low
STU05979,8.1,4,3.5,90,9.7,6.4,37.2,Medium
STU05980,6.7,14,6.0,43,5.0,0.5,49.1,Medium
STU05981,5.7,6,2.5,88,3.2,2.9,33.4,Low
STU05982,5.3,5,5.2,82,8.2,4.2,44.2,Medium
STU05983,4.1,2,4.0,40,0.9,4.5,36.9,Medium
STU05984,3.5,6,5.6,42,2.3,5.9,49.0,Medium
STU05985,6.0,8,4.7,92,9.1,3.5,42.6,Medium
STU05986,7.7,6,10.5,72,1.3,0.6,28.7,Low
STU05987,5.0,15,4.4,67,3.1,6.7,58.0,Medium
STU05988,4.9,0,4.9,100,8.4,5.6,38.5,Medium
STU05989,4.8,3,6.3,50,5.5,2.8,36.5,Medium
STU05990,5.7,9,6.9,56,4.7,7.5,56.1,Medium
STU05991,6.9,7,6.7,47,1.5,1.5,31.9,Low
STU05992,7.4,7,7.6,83,7.3,2.8,42.9,Medium
STU05993,8.1,15,9.8,68,8.8,6.0,59.8,Medium
STU05994,5.4,3,3.1,57,2.5,1.1,23.3,Low
STU05995,9.5,2,7.4,94,8.5,5.2,29.2,Low
STU05996,5.3,15,2.0,57,1.6,4.9,47.2,Medium
STU05997,7.7,5,3.0,45,9.7,3.0,41.0,Medium
STU05998,6.4,11,6.7,94,0.5,1.4,34.0,Low
STU05999,8.0,1,6.0,95,2.8,4.6,22.1,Low
STU06000,7.1,0,8.7,95,5.3,5.9,28.7,Low
STU06001,8.0,8,9.2,87,3.8,0.8,32.5,Low
STU06002,5.3,8,7.1,48,4.8,2.7,47.1,Medium
STU06003,4.2,9,3.4,75,1.9,3.1,33.3,Low
STU06004,8.8,4,3.2,88,6.3,2.4,28.5,Low
STU06005,5.4,14,11.3,74,6.6,1.1,56.6,Medium
STU06006,6.6,8,6.1,63,7.0,1.7,41.6,Medium
STU06007,5.0,10,5.4,74,3.8,2.4,38.2,Medium
STU06008,3.9,8,3.4,64,7.4,3.6,42.4,Medium
STU06009,8.7,12,9.0,51,2.8,3.3,42.8,Medium
STU06010,9.4,6,9.8,90,5.3,3.6,36.6,Medium
STU06011,6.8,13,8.4,59,6.6,7.7,59.9,Medium
STU06012,4.6,15,12.0,76,10.0,1.3,64.4,Medium
STU06013,5.3,3,1.8,67,3.8,4.4,29.9,Low
STU06014,5.5,11,8.0,86,8.1,2.5,47.3,Medium
STU06015,6.8,4,5.2,59,6.9,5.6,44.2,Medium
STU06016,4.0,3,7.3,92,3.2,2.4,31.7,Low
STU06017,3.8,13,5.9,86,1.9,5.4,45.1,Medium
STU06018,6.6,15,7.7,80,3.9,4.7,51.5,Medium
STU06019,4.6,11,7.7,40,2.0,6.5,51.9,Medium
STU06020,5.1,11,3.0,46,6.3,6.2,55.2,Medium
STU06021,6.6,10,7.1,80,5.2,0.7,36.6,Medium
STU06022,4.2,14,4.5,100,9.6,5.8,59.0,Medium
STU06023,5.4,8,3.5,98,7.6,7.6,45.7,Medium
STU06024,4.9,11,3.2,61,6.0,0.6,39.5,Medium
STU06025,9.3,15,9.2,80,8.1,4.0,53.1,Medium
STU06026,8.1,9,5.1,43,7.4,6.3,46.6,Medium
STU06027,6.8,1,6.0,52,0.7,8.0,31.8,Low
STU06028,7.7,9,11.5,97,6.9,5.7,45.4,Medium
STU06029,5.9,12,11.6,82,2.0,2.4,44.2,Medium
STU06030,4.4,10,9.0,44,7.5,5.1,56.6,Medium
STU06031,4.9,1,9.4,98,5.3,3.6,38.3,Medium
STU06032,7.8,6,2.6,94,4.5,2.1,21.3,Low
STU06033,8.9,12,4.9,96,1.2,7.5,36.1,Medium
STU06034,5.6,1,2.2,91,7.9,4.5,27.6,Low
STU06035,7.5,7,11.7,85,4.4,5.4,44.5,Medium
STU06036,6.3,4,2.8,48,7.0,3.3,36.4,Medium
STU06037,7.1,4,3.1,99,9.9,0.8,31.1,Low
STU06038,4.7,2,7.0,100,4.1,3.7,33.8,Low
STU06039,6.3,13,3.6,78,8.6,3.1,46.6,Medium
STU06040,6.3,13,4.4,63,9.8,6.7,59.8,Medium
STU06041,5.2,7,6.6,72,8.1,3.1,45.7,Medium
STU06042,6.6,10,4.5,85,6.1,5.3,40.5,Medium
STU06043,5.7,6,4.4,47,2.3,4.8,33.0,Low
STU06044,6.7,11,2.7,47,2.0,6.0,47.5,Medium
STU06045,7.3,10,10.6,42,9.1,3.6,59.1,Medium
STU06046,3.9,6,8.4,58,7.9,4.9,55.3,Medium
STU06047,8.8,6,10.0,43,2.8,3.6,43.3,Medium
STU06048,8.0,7,3.3,58,5.8,2.6,34.8,Low
STU06049,5.4,5,2.2,65,2.5,4.4,30.0,Low
STU06050,5.0,15,5.2,59,3.4,1.6,53.9,Medium
STU06051,8.6,1,5.0,74,2.4,1.6,18.1,Low
STU06052,6.9,15,7.6,93,7.3,7.0,54.1,Medium
STU06053,6.4,11,2.9,88,4.6,3.6,34.0,Low
STU06054,4.2,8,2.6,74,1.6,6.4,34.4,Low
STU06055,5.1,6,9.4,83,0.8,1.4,35.4,Medium
STU06056,4.1,0,5.0,97,6.6,2.3,30.4,Low
STU06057,4.6,14,5.4,56,4.2,2.9,51.4,Medium
STU06058,9.3,3,5.6,64,9.5,1.8,28.7,Low
STU06059,6.4,13,9.3,80,5.8,6.5,53.3,Medium
